job_key,job_title,salary_low,salary_high,is_remote,is_intern,role,seniority,is_scientist,is_analyst,is_ml_engineer,is_research,role_unknown,is_junior,is_senior,seniority_unknown,salary_avg
job-089d31b5fc826ce2,Data Scientist and Visualization Developer,110000,140000,0,0,Scientist,None,1,0,0,0,0,0,0,1,125000.0
job-090182c7de816b87,Data Science Intern,42000,53000,0,1,Scientist,None,1,0,0,0,0,0,0,1,47500.0
job-0918ebf91e47d8fc,Data Engineer,160000,170000,0,0,MLEngineer,None,0,0,1,0,0,0,0,1,165000.0
job-094f305c57858a88,Data Scientist,122000,154000,0,0,Scientist,None,1,0,0,0,0,0,0,1,138000.0
job-09697effdb4f6086,Data Scientist II - Remote,100000,125000,1,0,Scientist,None,1,0,0,0,0,0,0,1,112500.0
job-0a756a1add50eec1,Sales Operations Analyst,48000,61000,1,1,Analyst,None,0,1,0,0,0,0,0,1,54500.0
job-0bc449d9c7bf618d,Data Engineer,96900,131100,0,0,MLEngineer,None,0,0,1,0,0,0,0,1,114000.0
job-0bc96cc6a2b24d8e,Data Science/Engineering Intern,70000,88000,0,1,MLEngineer,None,0,0,1,0,0,0,0,1,79000.0
job-0cf4f93d3fdf3bfd,"Data Scientist, Growth",160000,255000,0,0,Scientist,None,1,0,0,0,0,0,0,1,207500.0
job-0d75247d02f8f6cc,Junior Data Scientist - Remote US,71000,90000,1,0,Scientist,Jr.,1,0,0,0,0,1,0,0,80500.0
job-0d8c028ae9e54edc,Data Scientist,80000,101000,0,0,Scientist,None,1,0,0,0,0,0,0,1,90500.0
job-0e1d5967104a888e,2023 Data Science Intern,29000,37000,0,1,Scientist,None,1,0,0,0,0,0,0,1,33000.0
job-0e2a587c048b2220,Data Engineer,84000,107000,0,0,MLEngineer,None,0,0,1,0,0,0,0,1,95500.0
job-0ec984e59d3ce730,Data Scientist,104000,132000,1,0,Scientist,None,1,0,0,0,0,0,0,1,118000.0
job-0ee0a329d388a628,Internship 2023 - DFM Operations Intern,35000,44000,0,1,Unidentified,None,0,0,0,0,1,0,0,1,39500.0
job-0f39f4097013f08c,"Data Scientist IV, Utility Reliability - REMOTE",119900,159500,0,0,Scientist,None,1,0,0,0,0,0,0,1,139700.0
job-0f5c5e6c57cc4200,Data Science Analyst I or II,63000,80000,0,0,Analyst,None,0,1,0,0,0,0,0,1,71500.0
job-1266d610b3f33877,"Experimentation and Causal Inference Intern, Data Science and Engineering",70000,89000,0,1,MLEngineer,None,0,0,1,0,0,0,0,1,79500.0
job-1292d743fbc2f949,Data Engineer/Data Scientist,100000,180000,1,0,MLEngineer,None,0,0,1,0,0,0,0,1,140000.0
job-1486a8364c710044,Data Engineer,77500,103000,1,0,MLEngineer,None,0,0,1,0,0,0,0,1,90250.0
job-14b0a19ce66d555d,Data Engineer,85000,109000,0,0,MLEngineer,None,0,0,1,0,0,0,0,1,97000.0
job-14df9bc1246c5c66,Senior Data Scientist,125000,185000,0,0,Scientist,Sr.,1,0,0,0,0,0,1,0,155000.0
job-159bef873366f13f,Data Science Analyst (Remote),130000,130000,1,0,Analyst,None,0,1,0,0,0,0,0,1,130000.0
job-15b6732e63ee8188,Head of Data Science,190000,260000,1,0,Scientist,None,1,0,0,0,0,0,0,1,225000.0
job-16ab7189e6f995cf,Data Engineer,104000,131000,1,0,MLEngineer,None,0,0,1,0,0,0,0,1,117500.0
job-17465dcacdbf8d67,Jr. Software Engineer,85000,109000,1,0,MLEngineer,Jr.,0,0,1,0,0,1,0,0,97000.0
job-17bc43b431871b45,Data Analyst,47000,60000,0,0,Analyst,None,0,1,0,0,0,0,0,1,53500.0
job-18a754e619e0a423,Data Scientist,98000,125000,0,0,Scientist,None,1,0,0,0,0,0,0,1,111500.0
job-18bd709e00fbc35d,Data Scientist,127000,160000,0,0,Scientist,None,1,0,0,0,0,0,0,1,143500.0
job-19a9f2a4deb9847c,Data Scientist,108000,136000,1,0,Scientist,None,1,0,0,0,0,0,0,1,122000.0
job-1a044f6636826eee,"Data Engineering Intern, Data Science and Engineering",73000,93000,0,1,MLEngineer,None,0,0,1,0,0,0,0,1,83000.0
job-1a71dae9eb5d9c70,Data Engineer,106000,134000,1,0,MLEngineer,None,0,0,1,0,0,0,0,1,120000.0
job-1adf265cf6f45232,Data Scientist,130000,164000,1,0,Scientist,None,1,0,0,0,0,0,0,1,147000.0
job-1ae2ff28f49416a5,Data Scientist,53000,67000,0,0,Scientist,None,1,0,0,0,0,0,0,1,60000.0
job-1b398e573d09e0cb,"Data Engineer, Search Engine Optimization",134000,179500,1,0,MLEngineer,None,0,0,1,0,0,0,0,1,156750.0
job-1b6c11f7e66985e0,Junior Data Scientist (US - East Coast),63000,80000,0,0,Scientist,Jr.,1,0,0,0,0,1,0,0,71500.0
job-1bd75dfa708037d4,Data Scientists,99000,125000,0,0,Scientist,None,1,0,0,0,0,0,0,1,112000.0
job-1c971fa15a15e993,Data Engineer,90000,115000,0,0,MLEngineer,None,0,0,1,0,0,0,0,1,102500.0
job-1d187791ab447593,Data Engineer General,72000,91000,0,0,MLEngineer,None,0,0,1,0,0,0,0,1,81500.0
job-1d6ea52576020fee,Data Scientist,75000,95000,1,0,Scientist,None,1,0,0,0,0,0,0,1,85000.0
job-1e69606a89666508,Data Visualization Specialist,72176,108909,1,0,Unidentified,None,0,0,0,0,1,0,0,1,90542.5
job-1f0af9e4705a18eb,2023 University Graduate - Data Science 1,84000,107000,0,0,Scientist,None,1,0,0,0,0,0,0,1,95500.0
job-1f7832ce253836a3,Summer 2023 Data Center GPU Validation Co-Op/ Intern,70000,89000,0,1,Unidentified,None,0,0,0,0,1,0,0,1,79500.0
job-20aaed49d55b16de,Data Scientist I,75000,94000,0,0,Scientist,None,1,0,0,0,0,0,0,1,84500.0
job-20d3e043ea23ef18,Data Analyst (Remote),60000,80000,1,0,Analyst,None,0,1,0,0,0,0,0,1,70000.0
job-20df28fa224fe0b6,Senior Data Analyst,115000,250000,1,0,Analyst,Sr.,0,1,0,0,0,0,1,0,182500.0
job-2125271a37f60153,Research Data Scientist,134000,170000,1,0,Research,None,0,0,0,1,0,0,0,1,152000.0
job-22409aeaca7a375b,Data Scientist,130000,300000,1,0,Scientist,None,1,0,0,0,0,0,0,1,215000.0
job-227657f7f2463141,"Associate Data Scientist, 2023 Graduate",80000,101000,0,0,Scientist,Jr.,1,0,0,0,0,1,0,0,90500.0
job-2331eec5e4e44055,Data Scientist (Remote),106000,134000,1,0,Scientist,None,1,0,0,0,0,0,0,1,120000.0
job-233493435dd70c94,Data Scientist (1386547),116000,147000,0,0,Scientist,None,1,0,0,0,0,0,0,1,131500.0
job-23eaf853901b8974,Data Science & Analytics Development Program 2023a,80000,102000,0,0,Analyst,None,0,1,0,0,0,0,0,1,91000.0
job-241407ac3f3b31d6,Data Science Intern,60000,75000,0,1,Scientist,None,1,0,0,0,0,0,0,1,67500.0
job-259055e87f13965c,"Data Engineer, 1",134000,164000,0,0,MLEngineer,None,0,0,1,0,0,0,0,1,149000.0
job-260b91c2b4825639,Data Scientist,84000,107000,0,0,Scientist,None,1,0,0,0,0,0,0,1,95500.0
job-264fe6de0d004f5d,Data Scientist,74000,94000,0,0,Scientist,None,1,0,0,0,0,0,0,1,84000.0
job-266351fa2c92d811,Data Scientist,99595,129472,1,0,Scientist,None,1,0,0,0,0,0,0,1,114533.5
job-266dae378e31712d,Data Analyst,63000,80000,1,0,Analyst,None,0,1,0,0,0,0,0,1,71500.0
job-280e08ef04cb7740,Data Scientist,90000,115000,1,0,Scientist,None,1,0,0,0,0,0,0,1,102500.0
job-2904db10639ec9c3,R&I Data Science & Sustainability Internship - 12 Months,44000,56000,0,1,Scientist,None,1,0,0,0,0,0,0,1,50000.0
job-2a15ae67684a6dde,Data Analyst,78000,99000,1,0,Analyst,None,0,1,0,0,0,0,0,1,88500.0
job-2b4f6660895f9574,Data Analyst,80000,110000,0,0,Analyst,None,0,1,0,0,0,0,0,1,95000.0
job-2b7f43aae2c37421,"Data Scientist, Risk",117000,148000,0,0,Scientist,None,1,0,0,0,0,0,0,1,132500.0
job-2c189f217200e1c2,"Junior Researcher, Data Science",69000,87000,0,0,Research,Jr.,0,0,0,1,0,1,0,0,78000.0
job-2c1ed3624830359b,Research Data Science Intern,66000,84000,0,1,Research,None,0,0,0,1,0,0,0,1,75000.0
job-2e68f94e4620164d,Data Engineer - ETL,94000,120000,0,0,MLEngineer,None,0,0,1,0,0,0,0,1,107000.0
job-2ebc0a1b1b589f8a,Data Scientist,80000,80000,0,0,Scientist,None,1,0,0,0,0,0,0,1,80000.0
job-2ef2433a09309f54,Data Scientist,93000,118000,0,0,Scientist,None,1,0,0,0,0,0,0,1,105500.0
