job_key,role,seniority,is_intern,skill
01902d8707f063a4,scientist,unknown,0,Jupyter Notebook
01902d8707f063a4,scientist,unknown,0,Computer Science
01902d8707f063a4,scientist,unknown,0,Business Degree
01902d8707f063a4,scientist,unknown,0,Microsoft SQL
01902d8707f063a4,scientist,unknown,0,The Data Science
01902d8707f063a4,scientist,unknown,0,Microsoft SQL Server
01acda57dd1ee035,scientist,unknown,0,Position
01acda57dd1ee035,scientist,unknown,0,Golden
01acda57dd1ee035,scientist,unknown,0,State
01acda57dd1ee035,scientist,unknown,0,Warriors
01acda57dd1ee035,scientist,unknown,0,Scientist
01acda57dd1ee035,scientist,unknown,0,Business
01acda57dd1ee035,scientist,unknown,0,Strategy
01acda57dd1ee035,scientist,unknown,0,Analytics
01acda57dd1ee035,scientist,unknown,0,Director
01acda57dd1ee035,scientist,unknown,0,Come
01acda57dd1ee035,scientist,unknown,0,San
01acda57dd1ee035,scientist,unknown,0,Francisco
01acda57dd1ee035,scientist,unknown,0,CA
01acda57dd1ee035,scientist,unknown,0,Key
01acda57dd1ee035,scientist,unknown,0,Develop
01acda57dd1ee035,scientist,unknown,0,Build
01acda57dd1ee035,scientist,unknown,0,Partner
01acda57dd1ee035,scientist,unknown,0,Analyze
01acda57dd1ee035,scientist,unknown,0,Maintain
01acda57dd1ee035,scientist,unknown,0,Required
01acda57dd1ee035,scientist,unknown,0,Skills
01acda57dd1ee035,scientist,unknown,0,Bachelor
01acda57dd1ee035,scientist,unknown,0,Minimum
01acda57dd1ee035,scientist,unknown,0,Expertise
01acda57dd1ee035,scientist,unknown,0,Python
01acda57dd1ee035,scientist,unknown,0,R
01acda57dd1ee035,scientist,unknown,0,Advanced
01acda57dd1ee035,scientist,unknown,0,SQL
01acda57dd1ee035,scientist,unknown,0,GCP
01acda57dd1ee035,scientist,unknown,0,ETL
01acda57dd1ee035,scientist,unknown,0,ELT
01acda57dd1ee035,scientist,unknown,0,Proficiency
01acda57dd1ee035,scientist,unknown,0,Microsoft
01acda57dd1ee035,scientist,unknown,0,Office
01acda57dd1ee035,scientist,unknown,0,Suite
01acda57dd1ee035,scientist,unknown,0,Excellent
01acda57dd1ee035,scientist,unknown,0,Passion
01acda57dd1ee035,scientist,unknown,0,Pursuant
01acda57dd1ee035,scientist,unknown,0,Fair
01acda57dd1ee035,scientist,unknown,0,Chance
01acda57dd1ee035,scientist,unknown,0,Ordinance
01acda57dd1ee035,scientist,unknown,0,Want
01acda57dd1ee035,scientist,unknown,0,Visit
01acda57dd1ee035,scientist,unknown,0,The Golden
01acda57dd1ee035,scientist,unknown,0,State Warriors
01acda57dd1ee035,scientist,unknown,0,Data Scientist
01acda57dd1ee035,scientist,unknown,0,Business Strategy
01acda57dd1ee035,scientist,unknown,0,San Francisco
01acda57dd1ee035,scientist,unknown,0,Key Responsibilities
01acda57dd1ee035,scientist,unknown,0,Required Experience
01acda57dd1ee035,scientist,unknown,0,Computer Science
01acda57dd1ee035,scientist,unknown,0,Microsoft Office
01acda57dd1ee035,scientist,unknown,0,Fair Chance
01acda57dd1ee035,scientist,unknown,0,Golden State
01acda57dd1ee035,scientist,unknown,0,The Golden State
01acda57dd1ee035,scientist,unknown,0,Microsoft Office Suite
01acda57dd1ee035,scientist,unknown,0,San Francisco Fair
01acda57dd1ee035,scientist,unknown,0,Golden State Warriors
01bc99b11ef5cfb9,scientist,unknown,0,Centene
01bc99b11ef5cfb9,scientist,unknown,0,Designs
01bc99b11ef5cfb9,scientist,unknown,0,Design
01bc99b11ef5cfb9,scientist,unknown,0,Conduct
01bc99b11ef5cfb9,scientist,unknown,0,Evaluate
01bc99b11ef5cfb9,scientist,unknown,0,Develop
01bc99b11ef5cfb9,scientist,unknown,0,Participate
01bc99b11ef5cfb9,scientist,unknown,0,Create
01bc99b11ef5cfb9,scientist,unknown,0,SAS
01bc99b11ef5cfb9,scientist,unknown,0,R
01bc99b11ef5cfb9,scientist,unknown,0,Position
01bc99b11ef5cfb9,scientist,unknown,0,Purpose
01bc99b11ef5cfb9,scientist,unknown,0,Responsible
01bc99b11ef5cfb9,scientist,unknown,0,Perform
01bc99b11ef5cfb9,scientist,unknown,0,Knowledge
01bc99b11ef5cfb9,scientist,unknown,0,Master
01bc99b11ef5cfb9,scientist,unknown,0,Statistics
01bc99b11ef5cfb9,scientist,unknown,0,Mathematics
01bc99b11ef5cfb9,scientist,unknown,0,Informatics
01bc99b11ef5cfb9,scientist,unknown,0,Econometrics
01bc99b11ef5cfb9,scientist,unknown,0,Engineering
01bc99b11ef5cfb9,scientist,unknown,0,Experimental
01bc99b11ef5cfb9,scientist,unknown,0,Bachelor
01bc99b11ef5cfb9,scientist,unknown,0,Oracle
01bc99b11ef5cfb9,scientist,unknown,0,SAP
01bc99b11ef5cfb9,scientist,unknown,0,Teradata
01bc99b11ef5cfb9,scientist,unknown,0,MS
01bc99b11ef5cfb9,scientist,unknown,0,SQL
01bc99b11ef5cfb9,scientist,unknown,0,Server
01bc99b11ef5cfb9,scientist,unknown,0,HANA
01bc99b11ef5cfb9,scientist,unknown,0,MySQL
01bc99b11ef5cfb9,scientist,unknown,0,Comprehensive
01bc99b11ef5cfb9,scientist,unknown,0,Benefits
01bc99b11ef5cfb9,scientist,unknown,0,Package
01bc99b11ef5cfb9,scientist,unknown,0,Flexible
01bc99b11ef5cfb9,scientist,unknown,0,Competitive
01bc99b11ef5cfb9,scientist,unknown,0,Paid
01bc99b11ef5cfb9,scientist,unknown,0,Health
01bc99b11ef5cfb9,scientist,unknown,0,Tuition
01bc99b11ef5cfb9,scientist,unknown,0,Position Purpose
01bc99b11ef5cfb9,scientist,unknown,0,Computer Science
01bc99b11ef5cfb9,scientist,unknown,0,Experimental Science
01bc99b11ef5cfb9,scientist,unknown,0,MS SQL
01bc99b11ef5cfb9,scientist,unknown,0,SAP HANA
01bc99b11ef5cfb9,scientist,unknown,0,Our Comprehensive
01bc99b11ef5cfb9,scientist,unknown,0,Benefits Package
