job_key,job_title,salary_low,salary_high,is_remote,job_type,is_intern,salary_avg,role,seniority
job-6a21a438fb945acc,Data Scientist,117000,148000,N,Contract,0,132500.0,scientist,unknown
job-6a31228d0dc2ae4e,Data Scientist Intern (Remote),47000,59000,Y,Full-time,1,53000.0,scientist,unknown
job-6a52b663cd9444fb,Data Science & Statistics Intern/Co-Op,0,0,N,Internship,1,0.0,scientist,unknown
job-6a96e1b1c4aea9bb,Data Scientist Advanced Development Program,84000,107000,N,Full-time (i),0,95500.0,scientist,unknown
job-6b0e5f57e2049c63,Machine Learning Research Intern,0,0,N,Internship,1,0.0,unknown,unknown
job-6b15db61a1db5de6,Data Scientist,0,0,N,Full-time,0,0.0,scientist,unknown
job-6bea4faa7fdc9888,Intern - Data Science,38000,48000,N,Full-time,1,43000.0,scientist,unknown
job-6bfad109b485e172,"Manager, Data Science",86000,109000,N,Full-time (i),0,97500.0,scientist,unknown
job-6c2760da1306cdb2,Data Scientist,119000,151000,Y,Full-time,0,135000.0,scientist,unknown
job-6c280d306581b014,Data Review Associate Scientist - Biochemistry,0,0,N,Full-time,0,0.0,scientist,jr
job-6c438a620e58f2a5,Data Analyst,73000,92000,N,Full-time,0,82500.0,analyst,unknown
job-6c45f080e55f211c,"Data Analyst Intern, Customer Experience & Engagement - Summer 2023",73000,92000,N,Full-time,1,82500.0,analyst,unknown
job-6d029acc7384b9e2,Data Evaluator for Hot,99000,125000,Y,Full-time (i),0,112000.0,unknown,unknown
job-6d26b83ebfdb4d1e,Backend Data Engineer,102000,143100,Y,Part-time,0,122550.0,engineer,unknown
job-6d32322bf4c5faa0,Data Engineer – AWS Data Lake Engineer,98000,125000,Y,Full-time,0,111500.0,engineer,unknown
job-6d5726c075d2dd9d,Data Scientist,88000,111000,Y,Full-time,0,99500.0,scientist,unknown
job-6d8750c50840b014,Data Scientist,113000,143000,Y,Full-time,0,128000.0,scientist,unknown
job-6eec04cf86c2bc88,"Data Scientist, University Graduate (Data Analysis TikTok)- 2023 Start (BS/MS)",126000,160000,N,Full-time (i),0,143000.0,analyst,unknown
job-709cadec36abd6e0,Backend Staff Data Engineer,160000,195000,Y,Full-time,0,177500.0,engineer,unknown
job-711d5dc27c5900d3,Data Scientist,113000,143000,N,Full-time,0,128000.0,scientist,unknown
job-72d8c98c2426ec57,Data Science Internship,36000,46000,Y,Full-time,1,41000.0,scientist,unknown
job-73ab5485d154854a,Data Scientist,150000,150000,N,Full-time,0,150000.0,scientist,unknown
job-73fb2d142e07d648,Data Scientist,79000,100000,N,Full-time,0,89500.0,scientist,unknown
job-75072514becfb9ca,Clinical Data Scientist - Contract,107000,135000,Y,Contract,0,121000.0,scientist,unknown
job-750b62e08897ec82,Data Scientist (Remote),86000,110000,Y,Full-time,0,98000.0,scientist,unknown
job-75328ee278c7b732,Planner Climate and Data Science,0,0,N,Full-time (i),0,0.0,scientist,unknown
job-754556627e42fc84,Data Scientist - Remote,104000,132000,Y,Full-time,0,118000.0,scientist,unknown
job-7563544e5dc35887,Data Scientist,100000,140000,Y,Full-time (i),0,120000.0,scientist,unknown
job-75b24e482ee0a152,Data Science Intern,38000,48000,N,Full-time,1,43000.0,scientist,unknown
job-75e150a635df361a,Data Scientist,103000,131000,Y,Full-time (i),0,117000.0,scientist,unknown
job-76191366a4961bcf,Data Engineer,104000,132000,N,Full-time,0,118000.0,engineer,unknown
job-7643c252a8adfc44,Data Scientist,96000,122000,Y,Full-time (i),0,109000.0,scientist,unknown
job-76918834b50321c9,Data Acquisition Analyst,66000,84000,Y,Full-time,0,75000.0,analyst,unknown
job-773b2f3175e76354,Business Intelligence Intern,34000,44000,Y,Internship,1,39000.0,unknown,unknown
job-78a4022911f63755,Associate Data Scientist,70000,89000,N,Full-time,0,79500.0,scientist,jr
job-78f748b6fb9b2a73,Intern - Data Science Analyst,35000,45000,N,Internship,1,40000.0,analyst,unknown
job-79f6fca30cf7c76b,"Analyst, Data Scientist",81000,103000,N,Full-time (i),0,92000.0,analyst,unknown
job-7a07720220241ddc,Data Scientist Co-Op (Spring 2023),103000,131000,Y,Full-time (i),1,117000.0,scientist,unknown
job-7a490dc273be739c,Junior Data Scientist,77000,98000,N,Full-time,0,87500.0,scientist,jr
job-7a7d2641bac69644,Data Analyst - Fully Remote,56000,71000,Y,Full-time (i),0,63500.0,analyst,unknown
job-7ad4ce9e4bfc0a0b,Intern: Bioinformatics,0,0,N,Internship,1,0.0,unknown,unknown
job-7adb52e24ce39d4e,"Data Scientist, Data Science and Solution (Retail Analytics)",107000,135000,N,Full-time,0,121000.0,analyst,unknown
job-7afc43aaeee64c22,Junior Data Scientist,75000,95000,N,Full-time,0,85000.0,scientist,jr
job-7bfaa1e9364874f6,Data Analyst,85000,108000,N,Full-time,0,96500.0,analyst,unknown
job-7c2a03352de79a53,Clinical Data Analyst,0,0,Y,Full-time (i),0,0.0,analyst,unknown
job-7d10576c34a8b1b1,Data Analytics Engineer,81000,103000,N,Full-time (i),0,92000.0,analyst,unknown
job-7d21f59c7541d281,Data Science Intern,42000,53000,N,Internship,1,47500.0,scientist,unknown
job-7d34cb7b5c324187,Data Scientist,100000,127000,Y,Full-time (i),0,113500.0,scientist,unknown
job-7d3a2cf6d0437df0,Data Engineer,120000,120000,Y,Full-time,0,120000.0,engineer,unknown
job-7dc55e392f6902ba,Senior Data Scientist,0,0,N,Full-time (i),0,0.0,scientist,sr
job-7e163e5a8e1c5cbf,Data Scientist,57600,85800,N,Full-time,0,71700.0,scientist,unknown
job-7e623bea8d4ad31f,Data Scientist II,0,0,Y,Full-time,0,0.0,scientist,unknown
job-7ebecd9260532e3e,Jr. Data Engineer I,71000,90000,Y,Full-time (i),0,80500.0,engineer,jr
job-7ee1adc8e27a53a3,Data Scientist,89000,113000,N,Full-time (i),0,101000.0,scientist,unknown
job-80627f28cf633fe0,Data Science Intern,37000,47000,N,Full-time,1,42000.0,scientist,unknown
job-818efdec6a34a7c0,AVCOM - Data Scientist,0,0,Y,Full-time,0,0.0,scientist,unknown
job-81d3dce59d59c680,Data Analyst,95000,121000,Y,Full-time (i),0,108000.0,analyst,unknown
job-82458347050bd372,2023 Internship: Data Scientist,75000,140000,N,Full-time,1,107500.0,scientist,unknown
job-82ee34db05f0eb2d,Data Analyst-Library Science,62800,106500,N,Full-time,0,84650.0,analyst,unknown
job-8476408d5467800f,Data Engineer,104000,132000,Y,Full-time (i),0,118000.0,engineer,unknown
job-8491444fb68a9ce8,Software Engineer (Ctrl Laws & Air Data) - Early Career,0,0,N,Full-time (i),0,0.0,engineer,unknown
job-85014d5fc8422ca9,Data Scientist,70000,110000,N,Full-time,0,90000.0,scientist,unknown
job-8627ec0586caab68,"Data Science Intern, Research & Analytics 2023",41000,52000,N,Full-time,1,46500.0,analyst,unknown
job-86900404171e4bc8,Sr. data scientist,145000,183000,N,Full-time,0,164000.0,scientist,sr
job-8777ba03d007b1b3,Machine Learning Engineer,112000,142000,N,Full-time,0,127000.0,engineer,unknown
job-87a737249209bfc9,Data Engineer,96000,122000,N,Full-time,0,109000.0,engineer,unknown
job-880b1ba7fe346021,Data Science Intern,42000,53000,N,Full-time,1,47500.0,scientist,unknown
job-88e1c7b2ad9f0b24,Data Science Intern - AI Ops,81000,103000,N,Full-time,1,92000.0,scientist,unknown
job-88f4b5838d26abc4,Intern - Data Science/Statistical Analysis,0,0,N,Full-time,1,0.0,analyst,unknown
job-8a0aab5c1d1132e7,Data Scientist,114000,144000,Y,Contract,0,129000.0,scientist,unknown
job-8a4960da1bea9a14,Data Scientist,116000,130500,N,Full-time,0,123250.0,scientist,unknown
job-8a834009c7d01724,Metadata Technologist - Al and Machine Learning,117000,149000,Y,Full-time (i),0,133000.0,unknown,unknown
job-8ab41096cb3c3264,Data Scientist,75,75,Y,Full-time (i),0,75.0,scientist,unknown
job-8b11e85ec74b693d,"Intern, Data Science, People Analytics",73000,93000,Y,Full-time,1,83000.0,analyst,unknown
job-8bbb21f90810dc0f,Data Engineer,0,0,N,Full-time (i),0,0.0,engineer,unknown
job-8c1e1ac097dc7048,Data Scientist,103000,131000,Y,Full-time,0,117000.0,scientist,unknown
job-8c60c32feb60262a,Data Scientist (Remote),120000,150000,Y,Full-time,0,135000.0,scientist,unknown
job-8c9793903a49dd78,Data Scientist,70000,80000,N,Full-time,0,75000.0,scientist,unknown
job-8c9cfef64b45c755,GIS & Data Science Specialist,57000,73000,Y,Full-time (i),0,65000.0,scientist,unknown
job-8cc3349d0a8819de,AWS Data Engineer,108000,137000,Y,Contract,0,122500.0,engineer,unknown
job-8cde8507b40ea085,Data Scientist,88000,112000,N,Full-time (i),0,100000.0,scientist,unknown
job-8ce513fb3cf7f033,Graduate Intern - Scientific Software Development + Data Science,43000,54000,N,Internship,1,48500.0,scientist,unknown
job-8d401996888d5d4f,Lead manager data science – People Analytics,0,0,N,Full-time,0,0.0,analyst,unknown
job-8d901ce6aff0c4c6,Data Science Intern,32000,41000,N,Part-time,1,36500.0,scientist,unknown
job-8e23851edeede366,Data Analyst - Digital Marketing (Remote),48000,61000,Y,Full-time,0,54500.0,analyst,unknown
job-8e93fbb7fdfdf2f0,Associate Data Scientist,0,0,N,Full-time (i),0,0.0,scientist,jr
job-8ecfea99377507e6,Data Engineer (Remote Option*),86000,128500,Y,Full-time,0,107250.0,engineer,unknown
job-8f189086f8c0e201,eCom Data Platform Engineer,65000,132500,N,Full-time,0,98750.0,engineer,unknown
job-8f1c66141dd55313,Data Scientist,0,0,N,Full-time (i),0,0.0,scientist,unknown
job-8f6a733c2512f3b8,Data Scientist,84000,107000,N,Full-time,0,95500.0,scientist,unknown
job-9050eac0e988b0f8,Data Analyst,61480,63991,N,Full-time,0,62735.5,analyst,unknown
job-90b7220a3df4738e,Data Engineering Internship,21,27,N,Internship,1,24.0,engineer,unknown
job-9121961dd71d9a44,Data Engineer,73,73,N,Full-time,0,73.0,engineer,unknown
job-91a1808eec7ad9a4,Senior Data Scientist - Algorithms,0,0,N,Full-time (i),0,0.0,scientist,sr
job-922f9ba42e56bdf5,Data Engineer,93000,118000,N,Full-time,0,105500.0,engineer,unknown
job-923fdbc199573e17,Data Science Internship,63000,80000,N,Internship,1,71500.0,scientist,unknown
job-9249d3bd70f26e1c,Data Engineer,80000,110000,N,Full-time,0,95000.0,engineer,unknown
job-92a06e8f05ff1719,Data Scientist,150000,160000,N,Full-time,0,155000.0,scientist,unknown
job-92aa0975c1072913,Data Science Intern (Summer 2023),76000,96000,N,Part-time,1,86000.0,scientist,unknown
job-92ce6b6f3da1495f,Data Science Bootcamp Teaching Assistant (Virtual/Remote),38000,48000,Y,Part-time,0,43000.0,scientist,assisstant
job-937e42ce4eec4933,Staff Data Scientist (Mailchimp),95000,121000,N,Full-time (i),0,108000.0,scientist,unknown
job-93bf766fe8c1b26e,Staff Data Scientist,142800,265200,N,Full-time,0,204000.0,scientist,unknown
job-94ae0893b9b53f62,"AI/ML - Junior Engineer, Siri Entity Resolution Quality",0,0,N,Full-time (i),0,0.0,engineer,jr
job-95126f6c210ca8ce,Data Scientist,112000,136000,Y,Full-time (i),0,124000.0,scientist,unknown
job-9588bb7c7e9eae39,Data Science Intern,48000,61000,Y,Internship,1,54500.0,scientist,unknown
job-9594589746899768,Data Engineer (Remote),80000,110000,Y,Full-time (i),0,95000.0,engineer,unknown
job-95c90b9c7a8c7b77,Senior AI Data Scientist,133800,220700,N,Full-time,0,177250.0,scientist,sr
job-96d73266b1677e7f,Data Scientist,97000,124000,Y,Full-time (i),0,110500.0,scientist,unknown
job-9780f9a3bbef1845,Data Analyst 3 - Assortment,0,0,N,Full-time,0,0.0,analyst,unknown
job-97d822e65cb2cb7b,"Staff Data Scientist, ML Ops",135000,171000,Y,Full-time (i),0,153000.0,engineer,unknown
job-97f33b65384d0965,Load Forecast Data Scientist,92000,117000,N,Full-time,0,104500.0,scientist,unknown
job-98aba3bf29879d59,(5) Data Analyst / Data Scientist,81000,103000,Y,Contract,0,92000.0,analyst,unknown
job-98af99c2e306f12c,W2 position - AWS Data Engineers with PHARMACEUTICAL EXPERIENCE.,106000,134000,Y,Contract,0,120000.0,engineer,unknown
job-98d13b8ba69ceadd,Forensic Scientist Data Review I (NDOT),0,0,N,Full-time,0,0.0,scientist,unknown
job-98f36730339fdbbb,"Data Science, Graduate Internship",18,50,N,Full-time,1,34.0,scientist,unknown
job-9926cda9501b00a2,Python Data Engineer,95000,121000,N,Full-time,0,108000.0,engineer,unknown
job-99d232c89d28ff0b,Data Scientist,88000,111000,Y,Full-time (i),0,99500.0,scientist,unknown
job-99d3b8fe92425063,2023 Data Science Fellowship,91000,116000,N,Full-time,0,103500.0,scientist,unknown
job-99fda8644c48cb0f,Data Scientist (FT),85000,100000,N,Full-time,0,92500.0,scientist,unknown
job-9a82bddb264631d6,Data Scientist,0,0,Y,Full-time,0,0.0,scientist,unknown
job-9aad7c98c1e7d985,Data Scientist,0,0,N,Full-time (i),0,0.0,scientist,unknown
job-9ace76b37f6ccf19,Research Data Scientist,76000,96000,N,Full-time,0,86000.0,scientist,unknown
job-9ad0f57c5be219d6,Lead Health Scientist (Data Scientist),117692,152998,N,Full-time,0,135345.0,scientist,unknown
job-9bc23389d74f8d3d,Data Scientist,65000,76000,Y,Full-time (i),0,70500.0,scientist,unknown
job-9bd2e03ab5f5ff5b,Sustainability Data Analyst,0,0,N,Full-time (i),0,0.0,analyst,unknown
job-9bd986572f9f0519,Data Engineer,116000,146000,N,Full-time,0,131000.0,engineer,unknown
job-9c58a08b1394a86f,Data Scientist,89000,113000,N,Full-time,0,101000.0,scientist,unknown
job-9c83337880f04b6d,Data Scientist I,0,0,N,Full-time (i),0,0.0,scientist,unknown
job-9cdd237be9742b58,IT- Data and Analytics Summer Intern 2023,28,28,Y,Full-time,1,28.0,analyst,unknown
job-9d021144296f7289,Algorithm Data Scientist,119000,150000,N,Full-time (i),0,134500.0,scientist,unknown
job-9d5c3104bac9e47d,Data Science Intern,0,0,N,Part-time,1,0.0,scientist,unknown
job-9dd1a2b61280835f,Data Science Intern (Audio Analysis),46000,59000,Y,Full-time,1,52500.0,analyst,unknown
job-9f288beebed53cdb,Statistical Assistant,84000,107000,N,Full-time (i),0,95500.0,unknown,assisstant
job-9f2ffb01673d9d44,"2023 Summer Internship - Intern, Strategy & Analytics",44000,55000,N,Internship,1,49500.0,analyst,unknown
job-9f9fb479fb0e2ead,Data Scientist,0,0,N,Full-time (i),0,0.0,scientist,unknown
job-9fc8a6e37ca34d22,Associate Data Analyst,53000,68000,N,Part-time,0,60500.0,analyst,jr
job-a041b36acfb25fe8,"Intern, Baseball Analytics",0,0,N,Internship,1,0.0,analyst,unknown
job-a05a6d5b47ba410b,Data Scientist,111000,141000,Y,Full-time (i),0,126000.0,scientist,unknown
job-a06c00940485694e,Data Engineer,76000,97000,Y,Full-time,0,86500.0,engineer,unknown
job-a0a88138c22acb6c,Data Scientist Apprentice,0,0,N,Full-time,0,0.0,scientist,unknown
job-a11a9ecd3ead3b85,Decision Science Data Analyst - Media (hybrid),80000,102000,N,Full-time (i),0,91000.0,analyst,unknown
job-a15af96313f2650f,Data Analytics Intern,32000,41000,N,Full-time,1,36500.0,analyst,unknown
job-a1693f58770af7c5,"Principal Data Scientist, Ecosystem",170000,215000,N,Full-time,0,192500.0,scientist,unknown
job-a284f87d4869cb23,Data Science Product Owner (REMOTE),140000,157000,Y,Full-time,0,148500.0,scientist,unknown
job-a3c7f5701045c70c,Data Scientist,137000,173000,Y,Full-time (i),0,155000.0,scientist,unknown
job-a3c9cbd5c86fbdb3,Data Scientist (Hybrid),0,0,N,Full-time,0,0.0,scientist,unknown
job-a4d05dd1360ad3a0,Data and Research Analyst,70000,70000,N,Full-time,0,70000.0,analyst,unknown
job-a50132f749ea8c5b,Data Scientist,80000,102000,N,Full-time (i),0,91000.0,scientist,unknown
job-a569e5db3931a97a,Remote Data Engineer,89000,113000,Y,Full-time,0,101000.0,engineer,unknown
job-a5a07807eac8599c,Data Insights & Analytics intern,0,0,N,Full-time,1,0.0,analyst,unknown
job-a5cff3ffc1c3af5b,Data Scientist,93000,118000,N,Full-time,0,105500.0,scientist,unknown
job-a64a91d7ea3e62e0,Trading/Quantitative Modeling | Analyst | New York,0,0,N,Full-time,0,0.0,analyst,unknown
job-a7bfbca0692b6a16,Data Scientist,101000,128000,N,Full-time,0,114500.0,scientist,unknown
job-a7bfec1d1c1e3374,2023 Summer Internship Program - Data Analytics,0,0,N,Full-time,1,0.0,analyst,unknown
job-a84480e80c4c7998,Reservior Data Analyst Intern,42000,54000,N,Internship,1,48000.0,analyst,unknown
job-a84a2412e1f451f6,"Intern, Data Science - Sales Analytics (Summer 2023)",48000,61000,Y,Full-time,1,54500.0,analyst,unknown
job-a88fddbc4eff63ec,Data Scientist - SOCOM,98000,125000,N,Full-time,0,111500.0,scientist,unknown
job-a8be4b7dd3077ec0,Data Scientist - Role can be remote,93000,118000,Y,Full-time,0,105500.0,scientist,unknown
job-a90e4a849ec478bb,Nike Sport Research Lab Data Science Graduate Internship,0,0,N,Full-time,1,0.0,scientist,unknown
job-a9335a3bb68258c7,Data Engineers,66000,83000,N,Internship,1,74500.0,engineer,unknown
job-a98c1cfbaa8f478e,Data Science Teacher,120000,500000,N,Full-time,0,310000.0,scientist,unknown
job-aa217f4c422b65b5,Commercial Data Engineer,79000,101000,N,Full-time,0,90000.0,engineer,unknown
job-aa6f0a56d196eaee,Data Science Intern - University Students - FinLab,58000,74000,N,Internship,1,66000.0,scientist,unknown
job-aaa2eecaa08fa2cb,Data Scientist,150000,180000,N,Full-time,0,165000.0,scientist,unknown
job-ab2041699fed05c5,Data Science Intern Summer 2023,0,0,N,Internship,1,0.0,scientist,unknown
job-ab629fc2892e6463,Data Scientist II,89000,113000,N,Full-time (i),0,101000.0,scientist,unknown
job-ab6d3dc078271874,AI Research Scientist,0,0,N,Full-time,0,0.0,scientist,unknown
job-ac675be03334f134,"Quantitative Developer Intern, Summer 2023",41000,52000,N,Full-time,1,46500.0,unknown,unknown
job-ac7a0722218b5824,JUNIOR DATA ENGINEER (100% REMOTE AVAILABLE),79000,100000,Y,Full-time (i),0,89500.0,engineer,jr
job-ac7ecf778e717323,Technical Prof-Data Science (Associate - Senior),0,0,N,Full-time,0,0.0,scientist,jr
job-ac869a1079a33432,Engineer - Java & Data - Business Intelligence,0,0,N,Full-time (i),0,0.0,engineer,unknown
job-acb88de900421828,Water Resources Data Scientist - Snow Hydrology,0,0,Y,Full-time,0,0.0,scientist,unknown
job-ad5eff59731c5c4b,Climate Data Scientist,121000,154000,Y,Full-time (i),0,137500.0,scientist,unknown
job-af0047ffdcc82f78,Data Scientist - SDV,86460,141060,Y,Full-time (i),0,113760.0,scientist,unknown
job-af05f0f971181c00,Data Analytics Intern,35000,45000,N,Full-time,1,40000.0,analyst,unknown
job-af76ed2095f8cc27,Summer 2023 Internship - Data Scientist,68000,86000,Y,Full-time,1,77000.0,scientist,unknown
job-af9d50d94000df12,Data Scientist - Payment Optimization,0,0,N,Full-time (i),0,0.0,scientist,unknown
job-afd32cbbffe5d982,Data Scientist,82000,113500,Y,Full-time (i),0,97750.0,scientist,unknown
job-b05838efde760be5,Data Scientist,93000,118000,N,Full-time,0,105500.0,scientist,unknown
job-b0a92f7d684f0cdc,Data Scientist,124000,157000,Y,Contract,0,140500.0,scientist,unknown
job-b0f2631f4eb9ed6d,Professional-Big Data Engineer,126700,145000,N,Full-time,0,135850.0,engineer,unknown
job-b10e5cb51a13c324,Data Scientist (Virtual),125000,195000,Y,Full-time (i),0,160000.0,scientist,unknown
job-b1664220754b0653,Data Engineer,84000,107000,N,Full-time,0,95500.0,engineer,unknown
job-b4f068fb35872c94,Data Scientist,0,0,N,Full-time,0,0.0,scientist,unknown
job-b5a66fd1accd37ad,Data Scientist,85000,108000,N,Full-time,0,96500.0,scientist,unknown
job-b5b0a95b7e7e6c14,Head of Core Experience Machine Learning & Causal Inference Data Science,0,0,N,Full-time (i),0,0.0,scientist,unknown
job-b6123a112247f004,Data Engineer,103000,130000,N,Full-time (i),0,116500.0,engineer,unknown
job-b764040ba327260a,Summer 2023 - Data Science Intern,0,0,N,Full-time,1,0.0,scientist,unknown
job-b7db8489068acbaf,Data Scientist,150000,230000,N,Full-time,0,190000.0,scientist,unknown
job-b860aab171ecb208,Data Scientist,85000,108000,N,Full-time,0,96500.0,scientist,unknown
job-b8de7493c963d2d1,Data Scientist,86900,127500,N,Full-time,0,107200.0,scientist,unknown
job-b9367d92b9333460,Data Science Intern,31000,40000,Y,Internship,1,35500.0,scientist,unknown
job-b97ac176c799ad23,Machine Learning Research Assistant,7000,7000,Y,Full-time,0,7000.0,unknown,assisstant
job-b99bae20809356e3,Data Analytics Undergraduate Intern,51000,64000,N,Internship,1,57500.0,analyst,unknown
job-baa9f2f660caba87,Data Science Associate (Remote),83000,106000,Y,Full-time,0,94500.0,scientist,jr
job-bab2d2e950d5ad3c,Jr. Data Scientist with TS/SCI Poly,74750,155250,N,Full-time,0,115000.0,scientist,jr
job-bb0407e8144237a7,Associate Partner of Data Science,200000,250000,N,Full-time,0,225000.0,scientist,jr
job-bb28e752879d2931,Data Science Associate,56600,75000,N,Full-time,0,65800.0,scientist,jr
job-bb6ff36b593be288,Data Integration Engineer - Remote,0,0,Y,Full-time,0,0.0,engineer,unknown
job-bb82cc4bd24064dd,Data Engineer,109000,138000,Y,Full-time (i),0,123500.0,engineer,unknown
job-bc455890ba006756,Intern Data Analysts,10,10,Y,Internship,1,10.0,analyst,unknown
job-bc4fc772e60ee82d,Forensic Data Science Associate - Summer/Fall 2023 (National),62000,78000,N,Full-time (i),0,70000.0,scientist,jr
job-bc697ada8197edfe,Intern - Data Science,42000,53000,N,Internship,1,47500.0,scientist,unknown
job-bcc6de54e0095d2e,"Data Scientist, Special Initiatives",135000,171000,Y,Full-time (i),0,153000.0,scientist,unknown
job-bcffda3962391341,Data Scientist,74682,176300,N,Full-time,0,125491.0,scientist,unknown
job-bd6f64ace12b8868,NLP Intern,60000,76000,Y,Internship,1,68000.0,unknown,unknown
job-bd8d09c98be25ee7,Field Data Scientist,128000,162000,N,Full-time,0,145000.0,scientist,unknown
job-beb33b8adc578f74,Data Scientist - Statistical Scientist,109000,138000,N,Full-time,0,123500.0,scientist,unknown
job-bf410dae7c391c0a,Summer 2023 Data Analyst Co-Op/Intern,65000,82000,N,Full-time,1,73500.0,analyst,unknown
job-bfb1470297443699,Data Scientist,90000,130000,Y,Full-time,0,110000.0,scientist,unknown
job-c04937483b7317ca,Data Visualization Engineer,108000,137000,Y,Full-time (i),0,122500.0,engineer,unknown
job-c17a91766ff0b80b,"Data Scientist, CG-1560-13/14",0,0,N,Full-time (i),0,0.0,scientist,unknown
job-c1b2cd03dc88dc38,Statistical Analyst,82800,110200,Y,Full-time (i),0,96500.0,analyst,unknown
job-c282a1a1e6642355,AI Research Scientist Intern,7000,9000,Y,Full-time,1,8000.0,scientist,unknown
job-c308771c17204ec8,Internship - Undergraduate Data Science & Engineering Intern,38000,49000,N,Full-time,1,43500.0,engineer,unknown
job-c3a7d3c94ef3a0e1,Sr Data Scientist - Innovation,80000,195000,N,Full-time,0,137500.0,scientist,sr
job-c5300c58c7369739,"Analyst, Data Science",84000,107000,N,Full-time (i),0,95500.0,analyst,unknown
job-c5552a94dfdad4b1,Data Science Intern,46000,58000,N,Internship,1,52000.0,scientist,unknown
job-c5c10211b71b9b8f,Data Scientist Co-Op (Spring 2023),92000,117000,Y,Full-time (i),1,104500.0,scientist,unknown
job-c5ef8dc4f65d0573,Machine Learning and AI Data Scientist - Python / R / NLP,103000,130000,N,Full-time,0,116500.0,scientist,unknown
job-c6972ffa5fac8508,"Senior Software Engineer, Data Science",0,0,N,Full-time,0,0.0,engineer,sr
job-c6b776b92e1ac9e5,Product Analyst,119000,145000,Y,Full-time (i),0,132000.0,analyst,unknown
job-c6beb8ea1be3850c,Data Scientist,87000,111000,Y,Full-time,0,99000.0,scientist,unknown
job-c6e1591df0bbebd4,Data Engineer Co-op Winter/Spring 2023,84000,107000,N,Full-time,1,95500.0,engineer,unknown
job-c826684cbd7f1084,Data Scientist,111000,140000,Y,Full-time,0,125500.0,scientist,unknown
job-c8a4a60e7f4dd47b,Data Scientist II,95025,152271,Y,Full-time,0,123648.0,scientist,unknown
job-c9067c61d10bec69,"Intern Research Scientist, NLP, Conversational AI - NEON",0,0,N,Internship,1,0.0,scientist,unknown
job-c9cb3d219bb11513,Data & Analytics Engineer,90000,130000,Y,Full-time,0,110000.0,analyst,unknown
job-c9cee0ba640e973d,Data Scientist Intern,63000,79000,N,Full-time,1,71000.0,scientist,unknown
job-c9fd841a8d2c81fa,Data Scientist,0,0,N,Full-time,0,0.0,scientist,unknown
job-caafb3973f60107c,Data Scientist/Analyst Intern or Co-op - Spring & Summer 2023,43000,54000,N,Internship,1,48500.0,analyst,unknown
job-cb480d80108fdc6f,Data Analyst,93000,118000,N,Full-time,0,105500.0,analyst,unknown
job-cbae39b36a834d6b,Data Engineer,115293,173939,Y,Full-time (i),0,144616.0,engineer,unknown
job-cbb61a06e49005bc,Data Analyst,0,0,N,Full-time (i),0,0.0,analyst,unknown
job-cbc245b33fc4134f,Data Scientist II - AI and Machine Learning,107000,135000,N,Full-time (i),0,121000.0,scientist,unknown
job-cc21d36b671fa713,Data Science Intern,40000,50000,N,Internship,1,45000.0,scientist,unknown
job-cc569e96bedff711,"Intern, Data Science",0,0,N,Full-time,1,0.0,scientist,unknown
job-cc63fdab40cfd239,Data Engineer Fellowship -1 Year,70000,70000,N,Full-time,0,70000.0,engineer,unknown
job-cdaea6c0b7a862fe,Data Scientist,59005,80542,N,Full-time,0,69773.5,scientist,unknown
job-ce1cfdf3560291b9,2023 Intern - Research Scientist/Engineer,0,0,N,Full-time,1,0.0,engineer,unknown
job-ce2084ae0ccf4bb7,Junior Data Scientist,69000,87000,N,Full-time,0,78000.0,scientist,jr
job-ce21f238f24eb496,Cybersecurity and Data Science,55000,69000,N,Full-time (i),0,62000.0,scientist,unknown
job-d018177f335deb0e,2023 AI & Data Science Full Time Analyst,99750,135000,N,Full-time,0,117375.0,analyst,unknown
job-d07a201951b74637,Data Scientist - Forecasting,111000,140000,N,Full-time (i),0,125500.0,scientist,unknown
job-d089730c224823e9,USA - Associate Threat Analytics Data Scientist,77000,98000,Y,Full-time,0,87500.0,analyst,jr
job-d1062e34e7b6a2c9,Data Scientist,0,0,N,Full-time,0,0.0,scientist,unknown
job-d13253bb2626a9c8,Data Engineer,54000,140000,N,Full-time,0,97000.0,engineer,unknown
job-d23bf8bf628e59a6,Data Analytics Data Scientist,107000,136000,N,Full-time (i),0,121500.0,analyst,unknown
job-d2558814f5b5cd21,Actuarial Data Scientist,63100,137900,Y,Full-time (i),0,100500.0,scientist,unknown
job-d30226cf83d9daaa,2023 Social Justice Data Science Internship,20,20,Y,Full-time,1,20.0,scientist,unknown
job-d318e297ed79ca51,Data & Applied Scientist,0,0,N,Full-time,0,0.0,scientist,unknown
job-d34b38d321e035d3,Data Analyst,75000,75000,N,Full-time,0,75000.0,analyst,unknown
job-d3f7fb663634407d,Data Engineer (Full Time) United States,105000,133000,N,Full-time,0,119000.0,engineer,unknown
job-d42a40a11d675cc9,Data Scientist [NYC],103000,131000,N,Full-time (i),0,117000.0,scientist,unknown
job-d436647f62c5f4d3,Data Scientist,75000,130000,N,Full-time,0,102500.0,scientist,unknown
job-d481a53712856322,Jr. Data Scientist,86000,110000,Y,Full-time,0,98000.0,scientist,jr
job-d483ae9d634cb78a,Data Products Engineer,0,0,N,Full-time (i),0,0.0,engineer,unknown
job-d51427de90fbee90,Senior Data Scientist,136000,172000,Y,Full-time (i),0,154000.0,scientist,sr
