qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.008465051651000977,0.02556014060974121,0.02771592140197754,0.17516422271728516,0.09163689613342285,0.08928704261779785,0.045226097106933594
0.008423089981079102,0.025545835494995117,0.02628302574157715,0.16911888122558594,0.08822894096374512,0.09097886085510254,0.046853065490722656
0.01060628890991211,0.02898406982421875,0.03032398223876953,0.16305303573608398,0.09003806114196777,0.09405088424682617,0.04827713966369629
0.008951902389526367,0.029803037643432617,0.026659727096557617,0.17854094505310059,0.09595704078674316,0.0956578254699707,0.04664874076843262
0.008704185485839844,0.02577495574951172,0.027541160583496094,0.17725086212158203,0.0978400707244873,0.09466004371643066,0.04633331298828125
0.009254932403564453,0.029015064239501953,0.029649972915649414,0.17410993576049805,0.09813380241394043,0.0927731990814209,0.04810595512390137
0.00994420051574707,0.02937483787536621,0.029548168182373047,0.17639994621276855,0.09343385696411133,0.09035897254943848,0.04570603370666504
0.009657859802246094,0.026911020278930664,0.028502941131591797,0.18477082252502441,0.0883321762084961,0.09271121025085449,0.050608158111572266
0.008780241012573242,0.029043912887573242,0.029262781143188477,0.1835927963256836,0.09613204002380371,0.09244418144226074,0.04422497749328613
0.01082301139831543,0.041304826736450195,0.029308795928955078,0.18134284019470215,0.08888483047485352,0.10443902015686035,0.04447317123413086
0.00837087631225586,0.03251194953918457,0.02611088752746582,0.1720283031463623,0.09864997863769531,0.094329833984375,0.047798871994018555
0.008857011795043945,0.027729272842407227,0.028239011764526367,0.18402385711669922,0.09795141220092773,0.09424400329589844,0.0553438663482666
0.012769937515258789,0.028310060501098633,0.028964757919311523,0.17877507209777832,0.09610605239868164,0.09558296203613281,0.04702591896057129
0.00904989242553711,0.026648759841918945,0.02856588363647461,0.18499398231506348,0.09934425354003906,0.08644294738769531,0.042755126953125
0.008942127227783203,0.030887126922607422,0.025753021240234375,0.1733989715576172,0.0946807861328125,0.090576171875,0.04392719268798828
0.00783228874206543,0.024636030197143555,0.025151968002319336,0.17003083229064941,0.09776067733764648,0.0922250747680664,0.04966473579406738
0.010565757751464844,0.028699159622192383,0.030452966690063477,0.17208409309387207,0.09929704666137695,0.09427928924560547,0.04651594161987305
0.00992584228515625,0.04010796546936035,0.027550935745239258,0.16646718978881836,0.09634876251220703,0.09595203399658203,0.05154299736022949
0.009925127029418945,0.030193090438842773,0.030532121658325195,0.17960286140441895,0.0981748104095459,0.12133073806762695,0.05982089042663574
0.01994490623474121,0.039811134338378906,0.0311129093170166,0.1926898956298828,0.09721899032592773,0.09610104560852051,0.04955482482910156
0.010246753692626953,0.02663707733154297,0.028316020965576172,0.17397499084472656,0.09047484397888184,0.08912014961242676,0.04285907745361328
0.00795125961303711,0.024144887924194336,0.02666497230529785,0.16490602493286133,0.09466910362243652,0.09153890609741211,0.04484200477600098
0.008491039276123047,0.02797389030456543,0.03207826614379883,0.17644715309143066,0.0853581428527832,0.0887289047241211,0.04442310333251953
0.008360147476196289,0.02669501304626465,0.0320429801940918,0.18856501579284668,0.09622693061828613,0.09301900863647461,0.044463157653808594
0.00854182243347168,0.026713132858276367,0.02478623390197754,0.17157459259033203,0.09370613098144531,0.08929681777954102,0.05583000183105469
0.008579015731811523,0.025378704071044922,0.02449798583984375,0.1642301082611084,0.09236931800842285,0.09440279006958008,0.044875144958496094
0.008383035659790039,0.02730393409729004,0.028905153274536133,0.17961621284484863,0.09471797943115234,0.09109020233154297,0.045313119888305664
0.010670900344848633,0.03138089179992676,0.030431032180786133,0.1807539463043213,0.08787083625793457,0.0926969051361084,0.04722905158996582
0.008717775344848633,0.027895212173461914,0.029417991638183594,0.172713041305542,0.09949111938476562,0.09386420249938965,0.04955887794494629
0.009710073471069336,0.02779388427734375,0.03144073486328125,0.1773219108581543,0.0862269401550293,0.09214591979980469,0.04966902732849121
0.010473012924194336,0.031839847564697266,0.03223299980163574,0.1822190284729004,0.09614086151123047,0.09436893463134766,0.04848313331604004
0.009012937545776367,0.02890801429748535,0.02955913543701172,0.18554425239562988,0.08903908729553223,0.0856008529663086,0.04499673843383789
0.008559942245483398,0.02895212173461914,0.028017282485961914,0.17588114738464355,0.10114526748657227,0.0957038402557373,0.04969501495361328
0.008885860443115234,0.038874149322509766,0.033926963806152344,0.1783602237701416,0.08914899826049805,0.09041285514831543,0.04514598846435547
0.00792384147644043,0.0246579647064209,0.025881052017211914,0.15755796432495117,0.08754777908325195,0.0879659652709961,0.04858684539794922
0.009050846099853516,0.030608177185058594,0.030818939208984375,0.17803192138671875,0.08991599082946777,0.09079384803771973,0.04644298553466797
0.00875997543334961,0.02536320686340332,0.030813217163085938,0.1790482997894287,0.09227705001831055,0.09086275100708008,0.04317474365234375
0.008734941482543945,0.025231122970581055,0.026617765426635742,0.16489696502685547,0.09419012069702148,0.08788418769836426,0.04606485366821289
0.008803129196166992,0.029022932052612305,0.026651859283447266,0.1777799129486084,0.0954287052154541,0.09282112121582031,0.056458234786987305
0.009587764739990234,0.02622389793395996,0.02960515022277832,0.16955900192260742,0.09847712516784668,0.1039278507232666,0.04863286018371582
0.010587930679321289,0.026932954788208008,0.03125882148742676,0.1657731533050537,0.09076595306396484,0.09712696075439453,0.0525059700012207
0.011014938354492188,0.0325927734375,0.0309140682220459,0.16573882102966309,0.08793020248413086,0.08976078033447266,0.044203996658325195
0.008152008056640625,0.024206876754760742,0.02490234375,0.15979719161987305,0.0856781005859375,0.08539104461669922,0.04292893409729004
0.008080244064331055,0.025050878524780273,0.027171850204467773,0.16663098335266113,0.08587217330932617,0.08628201484680176,0.04308891296386719
0.008289098739624023,0.02494978904724121,0.02609419822692871,0.16209101676940918,0.08628296852111816,0.08749008178710938,0.0436558723449707
0.008196115493774414,0.025699615478515625,0.02444911003112793,0.1672968864440918,0.08609914779663086,0.08686518669128418,0.04430794715881348
0.00805974006652832,0.024425983428955078,0.025574922561645508,0.16575884819030762,0.08588695526123047,0.08633232116699219,0.0434720516204834
0.00818490982055664,0.026374101638793945,0.02779412269592285,0.16167783737182617,0.0875241756439209,0.0889120101928711,0.04868817329406738
0.00983285903930664,0.028871774673461914,0.02861809730529785,0.17272377014160156,0.09921503067016602,0.09126901626586914,0.04564499855041504
0.00836801528930664,0.025828123092651367,0.02456974983215332,0.16660809516906738,0.0938100814819336,0.09336590766906738,0.045732736587524414
0.008610963821411133,0.026414155960083008,0.029697895050048828,0.18103814125061035,0.09562969207763672,0.09283685684204102,0.04566502571105957
0.008686304092407227,0.02684307098388672,0.03030705451965332,0.19172906875610352,0.09052205085754395,0.08553695678710938,0.043247222900390625
0.009267807006835938,0.02379012107849121,0.02377796173095703,0.15978503227233887,0.08805680274963379,0.08572983741760254,0.04289817810058594
0.007974863052368164,0.024190902709960938,0.02495098114013672,0.16353917121887207,0.08541107177734375,0.08545994758605957,0.043176889419555664
0.007743120193481445,0.025155067443847656,0.02711796760559082,0.1690220832824707,0.08999824523925781,0.09294891357421875,0.0471949577331543
0.00964498519897461,0.029571056365966797,0.027124881744384766,0.18039917945861816,0.09806990623474121,0.10546207427978516,0.045794010162353516
0.008374929428100586,0.024837017059326172,0.026715755462646484,0.17114710807800293,0.10165905952453613,0.10164308547973633,0.048423051834106445
0.009121179580688477,0.02883291244506836,0.03337407112121582,0.16777396202087402,0.09152817726135254,0.08963727951049805,0.04427790641784668
0.00778508186340332,0.03169584274291992,0.03556394577026367,0.18752193450927734,0.09580206871032715,0.09421014785766602,0.0445559024810791
0.00782322883605957,0.02423238754272461,0.025457143783569336,0.16839814186096191,0.09480404853820801,0.10055088996887207,0.05351400375366211
0.010177850723266602,0.031023025512695312,0.027332067489624023,0.17918992042541504,0.08822298049926758,0.08818912506103516,0.046946048736572266
0.00875401496887207,0.03394293785095215,0.028590917587280273,0.1740281581878662,0.09392929077148438,0.09574508666992188,0.04522705078125
0.008960962295532227,0.02412581443786621,0.03196287155151367,0.17786192893981934,0.0944509506225586,0.09229898452758789,0.05022788047790527
0.00962209701538086,0.028261184692382812,0.027537822723388672,0.16965198516845703,0.08843612670898438,0.08875226974487305,0.048039913177490234
0.008727073669433594,0.029199838638305664,0.02800583839416504,0.1778860092163086,0.09722280502319336,0.09464287757873535,0.04945993423461914
0.009435176849365234,0.03084707260131836,0.02719593048095703,0.17294883728027344,0.09033918380737305,0.09518790245056152,0.04735898971557617
0.009304046630859375,0.02866506576538086,0.02828192710876465,0.17223095893859863,0.09003210067749023,0.08962202072143555,0.04546499252319336
0.00808405876159668,0.027141809463500977,0.026660919189453125,0.19675898551940918,0.09760093688964844,0.09275603294372559,0.045011043548583984
0.007973909378051758,0.02588796615600586,0.02522110939025879,0.17069387435913086,0.09234309196472168,0.0901639461517334,0.049469947814941406
0.008655786514282227,0.03336286544799805,0.028750896453857422,0.1790909767150879,0.09280109405517578,0.09111809730529785,0.04621601104736328
